artist_name,artist_id,album_id,album_type,album_images,album_release_date,album_release_year,album_release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_id,analysis_url,time_signature,artists,available_markets,disc_number,duration_ms,explicit,track_href,is_local,track_name,track_preview_url,track_number,type,track_uri,external_urls.spotify,album_name,key_name,mode_name,key_mode
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,5kNLUcqTc0xXbz6ny1nj2a,album,,2017-06-23,2017,day,0.569,0.787,0,-10.712,1,0.144,0.333,3.47e-5,0.11,0.939,182.098,3UFSNPLihz74C3kfe8h8VP,https://api.spotify.com/v1/audio-analysis/3UFSNPLihz74C3kfe8h8VP,4,,,1,100124,FALSE,https://api.spotify.com/v1/tracks/3UFSNPLihz74C3kfe8h8VP,FALSE,Babilina - Ao Vivo,https://p.scdn.co/mp3-preview/94f15c62748e2521131076eec46d9a47243d22ed?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,11,track,spotify:track:3UFSNPLihz74C3kfe8h8VP,https://open.spotify.com/track/3UFSNPLihz74C3kfe8h8VP,"As Melhores do Maluco Beleza, Vol. 2 (Ao Vivo)",C,major,C major
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,5kNLUcqTc0xXbz6ny1nj2a,album,,2017-06-23,2017,day,0.422,0.782,2,-8.175,1,0.253,0.628,3.52e-5,0.963,0.603,97.529,1QdOzVZe77m8TdDqZBGR03,https://api.spotify.com/v1/audio-analysis/1QdOzVZe77m8TdDqZBGR03,0,,,1,262333,FALSE,https://api.spotify.com/v1/tracks/1QdOzVZe77m8TdDqZBGR03,FALSE,So Glad You're Mine - Ao Vivo,https://p.scdn.co/mp3-preview/fa97fa353ad8f3a6a75d6f4d76469177e30afd16?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,12,track,spotify:track:1QdOzVZe77m8TdDqZBGR03,https://open.spotify.com/track/1QdOzVZe77m8TdDqZBGR03,"As Melhores do Maluco Beleza, Vol. 2 (Ao Vivo)",D,major,D major
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,5kNLUcqTc0xXbz6ny1nj2a,album,,2017-06-23,2017,day,0.315,0.839,7,-4.837,1,0.0978,0.0513,0.0298,0.107,0.704,83.913,4xjorqRbAVz0L2CyKyiiAX,https://api.spotify.com/v1/audio-analysis/4xjorqRbAVz0L2CyKyiiAX,4,,,1,181603,FALSE,https://api.spotify.com/v1/tracks/4xjorqRbAVz0L2CyKyiiAX,FALSE,As Minas do Rei Salomão - Ao Vivo,https://p.scdn.co/mp3-preview/a16f7894eecae7b337459609da1efa2a02ed30fc?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,13,track,spotify:track:4xjorqRbAVz0L2CyKyiiAX,https://open.spotify.com/track/4xjorqRbAVz0L2CyKyiiAX,"As Melhores do Maluco Beleza, Vol. 2 (Ao Vivo)",G,major,G major
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,5kNLUcqTc0xXbz6ny1nj2a,album,,2017-06-23,2017,day,0.507,0.578,9,-9.154,1,0.361,0.0408,2.89e-6,0.151,0.707,162.58,0aAFoJFcShf6Wg2Tn50anO,https://api.spotify.com/v1/audio-analysis/0aAFoJFcShf6Wg2Tn50anO,4,,,1,312389,FALSE,https://api.spotify.com/v1/tracks/0aAFoJFcShf6Wg2Tn50anO,FALSE,Sociedade Alternativa - Ao Vivo,https://p.scdn.co/mp3-preview/eb238e9367e829edf48cf5b2059c6c8a635e3f1d?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,14,track,spotify:track:0aAFoJFcShf6Wg2Tn50anO,https://open.spotify.com/track/0aAFoJFcShf6Wg2Tn50anO,"As Melhores do Maluco Beleza, Vol. 2 (Ao Vivo)",A,major,A major
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,5kNLUcqTc0xXbz6ny1nj2a,album,,2017-06-23,2017,day,0.655,0.865,0,-12.371,1,0.067,0.0451,5.06e-4,0.127,0.869,159.026,4v7dmm2av3B66QgGLdd3Xy,https://api.spotify.com/v1/audio-analysis/4v7dmm2av3B66QgGLdd3Xy,4,,,1,127245,FALSE,https://api.spotify.com/v1/tracks/4v7dmm2av3B66QgGLdd3Xy,FALSE,D. D. I.(Discagem Direta Interestelar) [Ao Vivo],https://p.scdn.co/mp3-preview/c694e70a7826d18fe86dc0989998ffaf286575b4?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,15,track,spotify:track:4v7dmm2av3B66QgGLdd3Xy,https://open.spotify.com/track/4v7dmm2av3B66QgGLdd3Xy,"As Melhores do Maluco Beleza, Vol. 2 (Ao Vivo)",C,major,C major
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,5kNLUcqTc0xXbz6ny1nj2a,album,,2017-06-23,2017,day,0.557,0.395,7,-13.52,1,0.0273,0.129,0.0214,0.638,0.411,102.034,7aGtmIzST7UgseDb7iSQ3G,https://api.spotify.com/v1/audio-analysis/7aGtmIzST7UgseDb7iSQ3G,4,,,1,264475,FALSE,https://api.spotify.com/v1/tracks/7aGtmIzST7UgseDb7iSQ3G,FALSE,Coração Noturno - Ao Vivo,https://p.scdn.co/mp3-preview/86b69c5ab5fc33434667d448b09798237932632b?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,16,track,spotify:track:7aGtmIzST7UgseDb7iSQ3G,https://open.spotify.com/track/7aGtmIzST7UgseDb7iSQ3G,"As Melhores do Maluco Beleza, Vol. 2 (Ao Vivo)",G,major,G major
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,5kNLUcqTc0xXbz6ny1nj2a,album,,2017-06-23,2017,day,0.443,0.388,8,-10.448,1,0.0553,0.921,0.337,0.125,0.633,89.881,5wgxMLNAvWk0d3fZNkxWG0,https://api.spotify.com/v1/audio-analysis/5wgxMLNAvWk0d3fZNkxWG0,3,,,1,145373,FALSE,https://api.spotify.com/v1/tracks/5wgxMLNAvWk0d3fZNkxWG0,FALSE,Água Viva - Ao Vivo,https://p.scdn.co/mp3-preview/28769616c33a7dd7467fc898969397522a950f1c?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,17,track,spotify:track:5wgxMLNAvWk0d3fZNkxWG0,https://open.spotify.com/track/5wgxMLNAvWk0d3fZNkxWG0,"As Melhores do Maluco Beleza, Vol. 2 (Ao Vivo)",G#,major,G# major
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,5kNLUcqTc0xXbz6ny1nj2a,album,,2017-06-23,2017,day,0.501,0.844,5,-8.515,1,0.259,0.0818,3.44e-5,0.666,0.565,145.141,5dRSd4R62bqoFXZOYgJlSA,https://api.spotify.com/v1/audio-analysis/5dRSd4R62bqoFXZOYgJlSA,4,,,1,169613,FALSE,https://api.spotify.com/v1/tracks/5dRSd4R62bqoFXZOYgJlSA,FALSE,Aluga-Se - Ao Vivo,https://p.scdn.co/mp3-preview/3d54d9b52f57d4e56b561ce06bee650d70257537?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,18,track,spotify:track:5dRSd4R62bqoFXZOYgJlSA,https://open.spotify.com/track/5dRSd4R62bqoFXZOYgJlSA,"As Melhores do Maluco Beleza, Vol. 2 (Ao Vivo)",F,major,F major
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,5kNLUcqTc0xXbz6ny1nj2a,album,,2017-06-23,2017,day,0.513,0.811,4,-9.866,1,0.184,0.484,3.13e-5,0.727,0.686,122.553,3T98Dus1iYWi5sELbnERQg,https://api.spotify.com/v1/audio-analysis/3T98Dus1iYWi5sELbnERQg,4,,,1,227520,FALSE,https://api.spotify.com/v1/tracks/3T98Dus1iYWi5sELbnERQg,FALSE,Se o Rádio Não Toca - Ao Vivo,https://p.scdn.co/mp3-preview/e951f6eb290131dbf067fa1b113144540986d993?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,19,track,spotify:track:3T98Dus1iYWi5sELbnERQg,https://open.spotify.com/track/3T98Dus1iYWi5sELbnERQg,"As Melhores do Maluco Beleza, Vol. 2 (Ao Vivo)",E,major,E major
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,5kNLUcqTc0xXbz6ny1nj2a,album,,2017-06-23,2017,day,0.76,0.751,1,-9.786,0,0.0774,0.384,7.27e-5,0.27,0.905,139.015,2q7RIpd5MG6xwwBhqaLsqa,https://api.spotify.com/v1/audio-analysis/2q7RIpd5MG6xwwBhqaLsqa,4,,,1,165964,FALSE,https://api.spotify.com/v1/tracks/2q7RIpd5MG6xwwBhqaLsqa,FALSE,Aquela Coisa - Ao Vivo,https://p.scdn.co/mp3-preview/cc98ceb396878e6175f7c2f6cc7ae35c2004b290?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,20,track,spotify:track:2q7RIpd5MG6xwwBhqaLsqa,https://open.spotify.com/track/2q7RIpd5MG6xwwBhqaLsqa,"As Melhores do Maluco Beleza, Vol. 2 (Ao Vivo)",C#,minor,C# minor
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,1fhAa8BdU0hKyulwbZyIvY,album,,2014-10-01,2014,day,0.505,0.913,2,-5.894,0,0.178,0.135,1.95e-5,0.39,0.374,78.706,3Z5ohdxaeN7EezvUb0cl5m,https://api.spotify.com/v1/audio-analysis/3Z5ohdxaeN7EezvUb0cl5m,4,,,1,166960,FALSE,https://api.spotify.com/v1/tracks/3Z5ohdxaeN7EezvUb0cl5m,FALSE,Rock do Diabo - Ao Vivo,https://p.scdn.co/mp3-preview/e141efb995f8270b47f3b93c84a28a3dda997de5?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,1,track,spotify:track:3Z5ohdxaeN7EezvUb0cl5m,https://open.spotify.com/track/3Z5ohdxaeN7EezvUb0cl5m,"Isso Aqui Não É Woodstock, Mas um Dia Pode Ser (Ao Vivo)",D,minor,D minor
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,1fhAa8BdU0hKyulwbZyIvY,album,,2014-10-01,2014,day,0.501,0.844,5,-8.515,1,0.259,0.0818,3.44e-5,0.666,0.565,145.141,4zA7bj7Lwihafcg0Cf1sdv,https://api.spotify.com/v1/audio-analysis/4zA7bj7Lwihafcg0Cf1sdv,4,,,1,169613,FALSE,https://api.spotify.com/v1/tracks/4zA7bj7Lwihafcg0Cf1sdv,FALSE,Aluga-Se - Ao Vivo,https://p.scdn.co/mp3-preview/3d54d9b52f57d4e56b561ce06bee650d70257537?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,2,track,spotify:track:4zA7bj7Lwihafcg0Cf1sdv,https://open.spotify.com/track/4zA7bj7Lwihafcg0Cf1sdv,"Isso Aqui Não É Woodstock, Mas um Dia Pode Ser (Ao Vivo)",F,major,F major
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,1fhAa8BdU0hKyulwbZyIvY,album,,2014-10-01,2014,day,0.698,0.776,4,-7.732,1,0.204,0.129,1.66e-5,0.0613,0.776,135.048,2Nqk4SS0XKxcmBMCCE2pk8,https://api.spotify.com/v1/audio-analysis/2Nqk4SS0XKxcmBMCCE2pk8,4,,,1,262226,FALSE,https://api.spotify.com/v1/tracks/2Nqk4SS0XKxcmBMCCE2pk8,FALSE,Como Vovó Já Dizia - Ao Vivo,https://p.scdn.co/mp3-preview/b835c9f349a268b51354fd376f58619b9f24436c?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,3,track,spotify:track:2Nqk4SS0XKxcmBMCCE2pk8,https://open.spotify.com/track/2Nqk4SS0XKxcmBMCCE2pk8,"Isso Aqui Não É Woodstock, Mas um Dia Pode Ser (Ao Vivo)",E,major,E major
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,1fhAa8BdU0hKyulwbZyIvY,album,,2014-10-01,2014,day,0.621,0.606,4,-8.214,1,0.367,0.26,7.88e-6,0.236,0.72,121.805,5Cf306fUpgFqXEkh4gtdVf,https://api.spotify.com/v1/audio-analysis/5Cf306fUpgFqXEkh4gtdVf,4,,,1,230960,FALSE,https://api.spotify.com/v1/tracks/5Cf306fUpgFqXEkh4gtdVf,FALSE,Abre-Te Sésamo - Ao Vivo,https://p.scdn.co/mp3-preview/063e94bf7aaef1622ec71064ff9e72e74d9e7199?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,4,track,spotify:track:5Cf306fUpgFqXEkh4gtdVf,https://open.spotify.com/track/5Cf306fUpgFqXEkh4gtdVf,"Isso Aqui Não É Woodstock, Mas um Dia Pode Ser (Ao Vivo)",E,major,E major
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,1fhAa8BdU0hKyulwbZyIvY,album,,2014-10-01,2014,day,0.556,0.316,11,-12.526,0,0.314,0.309,1.69e-6,0.401,0.566,86.927,0yxYEucGEPC6YfQlCMvIk5,https://api.spotify.com/v1/audio-analysis/0yxYEucGEPC6YfQlCMvIk5,4,,,1,189813,FALSE,https://api.spotify.com/v1/tracks/0yxYEucGEPC6YfQlCMvIk5,FALSE,As Aventuras de Raul Seixas na Cidade de Thor - Ao Vivo,https://p.scdn.co/mp3-preview/0271a5a528495e922891a7615c41f73d324a2d00?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,5,track,spotify:track:0yxYEucGEPC6YfQlCMvIk5,https://open.spotify.com/track/0yxYEucGEPC6YfQlCMvIk5,"Isso Aqui Não É Woodstock, Mas um Dia Pode Ser (Ao Vivo)",B,minor,B minor
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,1fhAa8BdU0hKyulwbZyIvY,album,,2014-10-01,2014,day,0.532,0.456,4,-10.738,1,0.107,0.267,2.24e-5,0.714,0.361,112.071,4bxIuEwQ7oU7b5AgyLMnMb,https://api.spotify.com/v1/audio-analysis/4bxIuEwQ7oU7b5AgyLMnMb,4,,,1,225360,FALSE,https://api.spotify.com/v1/tracks/4bxIuEwQ7oU7b5AgyLMnMb,FALSE,O Trem das Sete - Ao Vivo,https://p.scdn.co/mp3-preview/65785be1ff84877d60d2dcb99d4b4a313b3f2794?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,6,track,spotify:track:4bxIuEwQ7oU7b5AgyLMnMb,https://open.spotify.com/track/4bxIuEwQ7oU7b5AgyLMnMb,"Isso Aqui Não É Woodstock, Mas um Dia Pode Ser (Ao Vivo)",E,major,E major
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,1fhAa8BdU0hKyulwbZyIvY,album,,2014-10-01,2014,day,0.442,0.837,4,-7.062,1,0.0689,0.0568,0.0134,0.0989,0.826,96.177,3Nn1ymKZ0d9WiEqKqRY0xi,https://api.spotify.com/v1/audio-analysis/3Nn1ymKZ0d9WiEqKqRY0xi,4,,,1,114253,FALSE,https://api.spotify.com/v1/tracks/3Nn1ymKZ0d9WiEqKqRY0xi,FALSE,Blue Suede Shoes - Ao Vivo,https://p.scdn.co/mp3-preview/86f06d2f45a190907165791209e0bf9d1e608015?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,7,track,spotify:track:3Nn1ymKZ0d9WiEqKqRY0xi,https://open.spotify.com/track/3Nn1ymKZ0d9WiEqKqRY0xi,"Isso Aqui Não É Woodstock, Mas um Dia Pode Ser (Ao Vivo)",E,major,E major
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,1fhAa8BdU0hKyulwbZyIvY,album,,2014-10-01,2014,day,0.429,0.854,9,-7.516,1,0.206,0.0141,3.12e-5,0.042,0.94,206.263,1qzjcchtiERwtcJgReh0is,https://api.spotify.com/v1/audio-analysis/1qzjcchtiERwtcJgReh0is,4,,,1,95186,FALSE,https://api.spotify.com/v1/tracks/1qzjcchtiERwtcJgReh0is,FALSE,Ready Teddy - Ao Vivo,https://p.scdn.co/mp3-preview/dc2f8115493bf53ec4a76ea9689ec1f3b64addef?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,8,track,spotify:track:1qzjcchtiERwtcJgReh0is,https://open.spotify.com/track/1qzjcchtiERwtcJgReh0is,"Isso Aqui Não É Woodstock, Mas um Dia Pode Ser (Ao Vivo)",A,major,A major
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,1fhAa8BdU0hKyulwbZyIvY,album,,2014-10-01,2014,day,0.532,0.507,0,-9.425,1,0.0423,0.114,9.36e-6,0.4,0.336,97.009,6S63EkwtX63M8oZi0SVZk6,https://api.spotify.com/v1/audio-analysis/6S63EkwtX63M8oZi0SVZk6,4,,,1,185320,FALSE,https://api.spotify.com/v1/tracks/6S63EkwtX63M8oZi0SVZk6,FALSE,Maluco Beleza - Ao Vivo,https://p.scdn.co/mp3-preview/9056360a5422aa9c7249300fe5500d8259e891a6?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,9,track,spotify:track:6S63EkwtX63M8oZi0SVZk6,https://open.spotify.com/track/6S63EkwtX63M8oZi0SVZk6,"Isso Aqui Não É Woodstock, Mas um Dia Pode Ser (Ao Vivo)",C,major,C major
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,1fhAa8BdU0hKyulwbZyIvY,album,,2014-10-01,2014,day,0.441,0.849,4,-6.982,1,0.345,0.0278,1.74e-5,0.108,0.75,174.979,26QH9dU9Umuvv0F0PmiB2a,https://api.spotify.com/v1/audio-analysis/26QH9dU9Umuvv0F0PmiB2a,4,,,1,161840,FALSE,https://api.spotify.com/v1/tracks/26QH9dU9Umuvv0F0PmiB2a,FALSE,Al Capone - Ao Vivo,https://p.scdn.co/mp3-preview/0167ed71134660e317396777cb29b692a404b7f5?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,10,track,spotify:track:26QH9dU9Umuvv0F0PmiB2a,https://open.spotify.com/track/26QH9dU9Umuvv0F0PmiB2a,"Isso Aqui Não É Woodstock, Mas um Dia Pode Ser (Ao Vivo)",E,major,E major
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,1fhAa8BdU0hKyulwbZyIvY,album,,2014-10-01,2014,day,0.454,0.792,7,-7.724,1,0.437,0.133,0,0.367,0.686,183.052,36FkLxgRk2uQpdriGr5Lz9,https://api.spotify.com/v1/audio-analysis/36FkLxgRk2uQpdriGr5Lz9,4,,,1,177440,FALSE,https://api.spotify.com/v1/tracks/36FkLxgRk2uQpdriGr5Lz9,FALSE,Rock das Aranha - Ao Vivo,https://p.scdn.co/mp3-preview/a64e13be11c38b9b314950dc4c9e0fc763977499?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,11,track,spotify:track:36FkLxgRk2uQpdriGr5Lz9,https://open.spotify.com/track/36FkLxgRk2uQpdriGr5Lz9,"Isso Aqui Não É Woodstock, Mas um Dia Pode Ser (Ao Vivo)",G,major,G major
